B_actual,B_predicted,B_residual,Cu_actual,Cu_predicted,Cu_residual,Zn_actual,Zn_predicted,Zn_residual,Fe_actual,Fe_predicted,Fe_residual,S_actual,S_predicted,S_residual,Mn_actual,Mn_predicted,Mn_residual
0.7000000000000001,0.6660413,0.03395868539810187,2.8,2.7781994,0.021800565719604315,3.2,3.871989,-0.6719890117645262,237.9,212.56294,25.337057495117193,18.7094669852,28.111206,-9.401739069487501,113.1,101.11395,11.986047363281244
0.6000000000000001,0.6475417,-0.047541701793670565,2.4,2.8241334,-0.42413339614868173,2.8,3.770911,-0.9709109783172609,196.3,173.03888,23.26112060546876,34.7410732428,39.14145,-4.400375731809376,99.8,102.84241,-3.042407226562503
0.4,0.70544946,-0.30544946193695066,2.7,2.1876128,0.5123872280120851,3.0,3.8570123,-0.8570122718811035,196.0,200.62555,-4.62554931640625,21.4247972317,33.819435,-12.394637887928905,106.9,103.33451,3.5654891967773494
0.7000000000000001,0.61738443,0.08261556625366218,2.9,2.9769661,-0.07696614265441903,8.6,7.011219,1.5887809753417965,405.0,366.59555,38.404449462890625,15.8213253267,15.003238,0.818087602395801,79.1,60.71896,18.381040191650385
1.0,0.7970308,0.20296919345855713,2.3,2.3363729,-0.03637285232543963,4.6,4.6621375,-0.06213750839233434,195.5,198.68694,-3.1869354248046875,10.6323503827,14.626872,-3.994521679983105,99.9,101.35788,-1.4578796386718693
0.5,0.63824326,-0.13824325799942017,2.8,2.126769,0.6732309341430662,2.9,3.339259,-0.43925890922546396,193.7,215.14139,-21.441387939453136,29.6255613789,25.091698,4.533863686028905,102.9,98.947105,3.952894592285162
0.6000000000000001,0.739149,-0.13914897441864005,1.9,2.0214334,-0.12143335342407235,4.3,4.669746,-0.3697459220886232,195.7,205.90344,-10.203442382812511,18.655221715,13.813664,4.841557278659668,96.9,106.55234,-9.65233764648437
0.5,0.6151509,-0.11515092849731445,2.4,2.8026586,-0.4026585578918458,6.1,8.097057,-1.9970573425292972,274.1,305.67728,-31.577276611328102,73.7617312394,20.388252,53.373478981099225,84.7,67.00209,17.69790954589844
0.5,0.669871,-0.16987097263336182,2.7,2.7759938,-0.07599382400512678,5.0,7.498595,-2.4985952377319336,273.9,329.6592,-55.75921020507815,12.164402245,16.666552,-4.5021493449658205,43.5,63.485115,-19.98511505126953
0.8,0.6260504,0.17394958734512334,3.0,2.7818847,0.21811532974243164,10.1,6.7149873,3.3850127220153805,372.2,368.07037,4.129626464843739,13.5321084035,18.483315,-4.951206110660156,57.8,51.96973,5.8302696228027315
0.7000000000000001,0.65083927,0.0491607308387757,2.4,2.5344265,-0.1344264507293702,7.9,7.2527456,0.6472543716430668,299.8,353.71622,-53.916217041015614,12.7783545547,14.980634,-2.2022791809567384,39.8,65.192215,-25.392214965820315
0.7000000000000001,0.687659,0.012340974807739324,3.8,2.5354192,1.2645807743072508,7.5,7.2529593,0.2470407485961914,344.2,353.72787,-9.527874755859386,38.3335834311,19.90373,18.429853038643948,69.7,60.011307,9.68869323730469
0.5,0.7139891,-0.21398907899856567,2.7,2.1257694,0.5742306232452394,7.7,7.321422,0.3785778999328615,243.7,285.6976,-41.997601318359386,12.5879338913,15.729819,-3.141885406490527,77.6,68.86885,8.731149291992182
0.9,0.79404175,0.10595824718475344,2.7,2.7289977,-0.028997707366943182,5.5,4.1873317,1.3126683235168457,233.9,240.20163,-6.301629638671869,19.953429085,27.531742,-7.578313010947266,95.8,95.98645,-0.18645019531250284
0.5,0.7972799,-0.29727989435195923,2.4,2.280256,0.11974396705627433,3.0,4.2747626,-1.2747626304626465,203.8,185.77698,18.02302246093751,25.8686919684,29.358467,-3.489775133650781,87.0,86.60401,0.39598846435546875
1.2,1.0705014,0.12949855327606197,2.5,2.28637,0.21362996101379395,5.0,4.493415,0.5065851211547852,198.9,159.5102,39.389807128906256,16.0382871341,23.64078,-7.602492361139259,87.2,85.142265,2.057734680175784
0.6000000000000001,0.67798686,-0.07798686027526847,2.2,2.3441865,-0.14418654441833478,3.4,4.1100926,-0.7100926399230958,189.0,185.60033,3.3996734619140625,31.0876924693,33.72127,-2.6335790455925796,102.8,98.84878,3.9512222290039034
1.0,0.9049837,0.09501630067825317,2.6,2.450056,0.1499439239501954,4.5,5.230375,-0.730374813079834,191.5,206.63876,-15.138763427734375,27.6589486919,35.51682,-7.85787030834414,69.6,67.94156,1.6584411621093693
0.7000000000000001,0.7672877,-0.06728767156600945,2.3,2.7661579,-0.46615786552429217,3.1,3.802862,-0.7028619289398192,176.4,188.0478,-11.647805786132807,49.9269506746,39.736412,10.190538626260157,78.6,98.47909,-19.87908782958985
1.1,1.0110852,0.08891484737396249,2.3,2.194382,0.10561804771423322,5.6,4.994547,0.6054531097412106,165.3,168.1723,-2.8723022460937386,36.093845395,25.774357,10.319488552958987,87.3,84.690544,2.6094558715820284
1.1,0.63261944,0.4673805594444276,3.3,2.5422797,0.7577202796936033,4.1,2.715673,1.3843270301818844,275.8,213.05286,62.74714355468751,30.8205094618,32.24688,-1.4263701158367184,106.2,96.286575,9.91342468261719
1.1,0.78541684,0.3145831584930421,2.3,2.4168432,-0.1168431758880617,5.4,4.811409,0.5885910034179691,176.7,227.82753,-51.127529907226574,28.6890416649,31.416407,-2.727364966569727,62.1,59.718,2.3820014953613295
0.8,0.7296244,0.07037560939788823,3.8,3.1061018,0.6938982486724852,14.4,6.9333787,7.46662130355835,249.3,207.28764,42.012356567382824,21.7032157758,27.235489,-5.532273115801562,98.8,82.03242,16.767582702636716
0.8,0.84038424,-0.0403842449188232,2.4,2.6504629,-0.25046286582946786,6.0,6.938478,-0.9384779930114746,240.5,248.28728,-7.7872772216796875,11.8428703928,19.649387,-7.8065169668191405,65.9,81.824936,-15.924935913085932
1.1,1.1341405,-0.034140491485595614,3.3,2.8556693,0.4443307399749754,8.6,6.67468,1.9253197669982907,298.5,264.85983,33.640167236328125,26.1039482377,35.4408,-9.336851475434766,81.5,91.73765,-10.237648010253906
1.1,0.97780573,0.12219426631927499,2.7,2.907306,-0.20730595588684064,5.1,4.860261,0.23973903656005824,218.3,271.10306,-52.803057861328114,26.178194899,23.900934,2.2772606796396495,82.9,107.989655,-25.08965454101562
0.5,0.66256934,-0.1625693440437317,2.6,2.5026262,0.09737381935119638,2.2,2.51177,-0.31177000999450666,201.4,239.23802,-37.83802185058593,24.1453079483,28.475677,-4.330369541934374,52.4,68.4197,-16.019700622558595
0.8,0.93830466,-0.13830466270446773,2.5,2.553411,-0.053411006927490234,4.7,3.8144755,0.8855244636535646,225.7,141.33531,84.36468811035155,10.0028160649,10.46035,-0.45753397172109445,64.2,65.33375,-1.1337478637695284
0.8,0.80000037,-3.6954879756301295e-07,3.1,3.133989,-0.03398909568786612,5.2,6.417612,-1.2176120758056639,205.9,203.83257,2.067434692382818,25.9658684205,38.34262,-12.376752429109374,113.7,112.84461,0.8553878784179716
0.9,0.74358904,0.1564109563827515,3.3,2.9850514,0.3149486064910887,11.3,5.192976,6.107024002075196,205.4,213.27882,-7.878823852539057,47.2909225047,23.842255,23.448667866028124,78.4,85.81418,-7.414178466796869
0.6000000000000001,0.70968074,-0.1096807360649108,1.8,1.9608577,-0.16085774898529048,2.8,3.428064,-0.6280641078948976,188.6,197.69435,-9.094351196289068,13.2882736656,10.840533,2.4477404090692385,87.8,95.03067,-7.230670166015628
0.4,0.60901356,-0.209013557434082,2.5,2.4698963,0.030103683471679688,8.3,6.923321,1.3766792297363288,437.4,314.43585,122.96414794921873,12.9769749846,17.347591,-4.370616415546484,52.3,62.629242,-10.329241943359378
1.0,1.002214,-0.0022139549255371094,2.4,2.8723855,-0.47238550186157235,5.4,5.708775,-0.3087750434875485,219.8,273.61356,-53.813555908203114,41.8726577048,30.938515,10.934142995327342,79.0,75.65275,3.3472518920898438
0.9,0.8169464,0.08305361270904543,2.6,2.467898,0.13210210800170907,4.4,3.9032981,0.4967018604278568,181.1,190.76993,-9.66992797851563,25.0790849076,31.158033,-6.078948463371681,85.3,85.14174,0.15826110839843466
0.8,0.8151306,-0.015130591392517045,2.7,2.543691,0.15630908012390154,2.3,1.9882944,0.31170563697814924,217.7,204.04767,13.652331542968739,33.859895496600004,35.846745,-1.986849040753512,80.8,76.79868,4.001316833496091
1.3,1.1649317,0.1350683450698853,3.0,2.8049953,0.19500470161437988,5.7,9.213686,-3.5136859893798826,217.4,243.27167,-25.871667480468744,43.4819947485,33.38589,10.09610378780664,94.7,89.26573,5.434268188476565
1.1,1.0151752,0.08482477664947519,2.4,2.4614053,-0.061405277252197354,3.5,4.1131997,-0.6131997108459473,111.2,169.05785,-57.857846069335935,13.3305696543,11.531365,1.7992042597077145,74.9,61.649418,13.25058212280274
0.6000000000000001,0.6072657,-0.007265710830688388,2.6,2.8093216,-0.20932164192199698,6.1,7.538325,-1.4383248329162601,298.9,306.89386,-7.993859863281273,10.2464915011,19.033087,-8.786595275633399,64.3,65.611916,-1.311915588378909
0.7000000000000001,0.7255293,-0.025529313087463312,2.0,2.2231703,-0.22317028045654297,4.3,4.307434,-0.007434082031250178,172.1,199.20168,-27.101675415039068,10.8662991849,10.99116,-0.12486120786122967,84.1,93.64484,-9.544836425781256
1.1,1.1359075,-0.035907530784606845,2.3,2.679457,-0.37945694923400897,6.1,6.3749747,-0.2749747276306156,272.9,223.64084,49.2591613769531,40.833714351,35.113598,5.720116481126951,95.5,85.36756,10.132438659667969
1.1,1.0860025,0.013997530937194913,2.4,2.3890507,0.010949277877807528,4.7,5.247975,-0.5479748725891112,175.9,192.00275,-16.102746582031244,17.7678877685,23.517248,-5.749360385186524,106.8,88.71854,18.081463623046872
0.8,0.77593094,0.02406905889511113,1.9,2.2385614,-0.3385613918304444,2.2,2.071802,0.12819809913635272,222.3,210.86522,11.434780883789074,27.0066035234,31.003767,-3.9971634901498057,76.6,72.08609,4.513909912109369
1.2,1.0960194,0.10398061275482173,2.8,2.6444013,0.15559868812561017,8.5,8.06414,0.43585968017578125,173.5,191.6315,-18.131500244140625,25.6983339039,23.699116,1.999218150726172,77.8,92.44829,-14.64828796386719
1.9,1.13204,0.767959976196289,2.9,2.7742813,0.12571873664855948,5.7,4.8667855,0.8332144737243654,180.1,178.92862,1.1713806152343693,28.0170648057,25.063501,2.953563447667772,94.2,86.08081,8.119189453125003
0.5,0.7111889,-0.2111889123916626,2.1,2.8839629,-0.783962869644165,6.4,7.6946697,-1.2946697235107418,309.9,301.8302,8.069799804687477,8.831189866,18.098732,-9.267542128628905,39.5,63.844215,-24.344215393066406
0.6000000000000001,0.7769472,-0.17694720029830924,2.5,2.6177006,-0.11770057678222656,3.5,3.5589232,-0.05892324447631836,172.9,172.50298,0.3970245361328182,25.339717871,40.316177,-14.976459497164061,96.9,93.35242,3.5475830078125057
1.1,0.9284218,0.1715782046318055,2.4,2.6686149,-0.2686148643493653,5.4,5.656325,-0.25632486343383754,193.5,253.22813,-59.72813415527344,35.212989108,29.93998,5.273009554777346,74.8,69.78559,5.014408874511716
0.9,0.8169326,0.08306738138198855,2.9,2.5949156,0.30508437156677237,4.4,3.9786108,0.42138924598693883,264.0,219.83884,44.161163330078125,28.3490905851,25.335186,3.013904580461329,90.9,99.34015,-8.440148925781244
0.8,0.78894305,0.011056947708129927,3.4,3.0804214,0.31957855224609366,7.2,7.8889294,-0.6889293670654295,220.7,215.8537,4.846301269531239,11.1302104408,23.481493,-12.35128255541582,84.6,82.96738,1.6326232910156193
0.9,0.7915378,0.10846217870712282,2.6,2.4006681,0.19933185577392587,6.4,6.9818454,-0.5818453788757321,232.8,251.67502,-18.875018310546864,9.7380948126,11.752705,-2.014609807761328,52.7,77.76471,-25.064709472656247
0.5,0.57464755,-0.07464754581451416,2.0,2.0514855,-0.051485538482666016,1.8,2.1352274,-0.3352274417877197,197.1,195.30107,1.7989288330078068,21.8089090858,18.985346,2.8235632453458983,69.2,72.21921,-3.019207763671872
1.0,0.82981527,0.17018473148345947,2.1,2.4056942,-0.30569424629211417,3.0,2.8521967,0.14780330657958984,214.5,218.4077,-3.9076995849609375,25.274544796,33.345848,-8.071303287496093,85.4,75.640594,9.75940551757813
1.4,1.2384104,0.16158964633941642,3.0,3.1155534,-0.11555337905883789,7.5,7.2140436,0.28595638275146484,239.3,227.05469,12.245312500000011,30.816089465,30.211046,0.6050432461279307,97.8,97.92051,-0.12050933837890909
1.0,0.91000104,0.08999896049499512,2.2,2.0677366,0.13226337432861346,4.5,3.714995,0.7850050926208496,199.0,190.39188,8.608123779296875,12.1926535722,14.038703,-1.8460493925827155,116.4,97.9894,18.410597229003912
1.0,1.1222546,-0.12225461006164551,2.4,2.5932434,-0.19324336051940927,3.9,5.8234754,-1.9234753608703614,166.7,167.31006,-0.6100585937500114,22.590048986,23.435434,-0.8453853554306647,77.0,90.702126,-13.702125549316406
0.6000000000000001,0.7562561,-0.1562561035156249,3.3,2.8807437,0.4192562580108641,3.7,7.657215,-3.957215118408203,196.3,200.57132,-4.271319580078114,32.1879896312,33.167572,-0.9795823902843779,75.9,81.01611,-5.116113281249994
1.1,0.9978332,0.10216680765151986,2.4,2.5205216,-0.12052164077758798,3.9,4.197536,-0.29753599166870126,178.4,176.03636,2.363638305664068,13.4064887695,10.606099,2.8003896407768547,61.4,64.456116,-3.0561157226562514
1.2,0.98766464,0.21233536005020137,2.7,2.5093544,0.19064564704895037,4.0,4.0638733,-0.063873291015625,169.9,173.77495,-3.874948120117182,14.5307428684,14.567201,-0.03645779230556556,67.4,74.00732,-6.607316589355463
1.0,1.0133184,-0.013318419456481934,2.4,2.3729382,0.027061843872070224,4.1,4.940992,-0.8409918785095218,144.0,152.09055,-8.090545654296875,24.2161494829,23.978294,0.23785511034140683,73.7,88.03711,-14.337109374999997
0.9,0.8681694,0.03183057308197024,3.4,3.0679576,0.33204236030578604,6.6,6.601741,-0.001740837097168324,189.7,191.55092,-1.8509185791015739,18.8554538168,19.121868,-0.2664143167449211,79.5,82.115425,-2.6154251098632812
1.1,1.0197245,0.08027551174163827,2.2,2.478926,-0.2789259433746336,5.0,4.8819056,0.11809444427490234,144.9,141.36046,3.539541625976568,30.5325673589,23.103098,7.429469443250586,107.0,87.63106,19.368942260742188
0.4,0.5981222,-0.1981221795082092,2.0,2.8579757,-0.8579757213592529,4.0,7.5740905,-3.5740904808044434,297.9,333.80783,-35.9078308105469,8.1755290822,14.714119,-6.538589875319531,33.4,63.222385,-29.822385406494142
0.8,0.7701824,0.029817628860473677,3.2,3.0862105,0.11378951072692889,5.6,5.368315,0.23168478012084925,215.8,209.55754,6.242459106445324,35.1005102217,32.56057,2.539940458516405,116.5,108.457664,8.042335510253906
1.3,1.2252474,0.07475261688232426,2.3,2.3750668,-0.07506675720214862,4.5,5.0590343,-0.5590343475341797,141.1,151.83766,-10.737661743164068,18.9617621829,21.984,-3.0222370694193366,82.6,91.49305,-8.893049621582037
1.1,1.1482307,-0.048230671882629306,2.3,2.4526193,-0.15261931419372576,6.1,6.0832176,0.01678237915039027,158.7,164.69173,-5.991726684570324,26.1951071657,22.012514,4.182593051320119,72.3,87.033646,-14.733645629882815
0.8,0.65517765,0.1448223471641541,2.8,2.666671,0.13332896232604963,3.7,2.7612488,0.9387511730194094,218.5,205.65274,12.847259521484375,22.4761143165,28.123669,-5.647554354154298,114.1,90.460205,23.639794921874994
0.9,1.0365227,-0.13652274608612058,2.4,2.2924373,0.1075626850128173,6.2,5.3365693,0.863430690765381,139.7,148.9821,-9.282101440429699,24.1344164828,24.463045,-0.32862863743925885,87.8,86.61921,1.180790710449216
0.7000000000000001,0.7898392,-0.08983920812606805,2.1,2.6860087,-0.5860086917877196,2.9,4.2715592,-1.371559238433838,194.3,210.38245,-16.08244628906249,29.3088036761,26.764988,2.5438157305433577,74.3,92.92233,-18.622332763671878
1.2,1.0826814,0.11731858253479,3.4,2.243864,1.1561359405517577,5.8,5.2142696,0.5857303619384764,302.4,154.15405,148.24594726562498,35.098579033,22.658567,12.440011604411133,106.9,85.27273,21.627272033691412
0.8,0.7522488,0.04775117635726933,2.2,2.3245504,-0.1245503902435301,2.1,3.0556457,-0.9556457042694091,219.1,196.66594,22.434060668945307,49.0417344491,30.317484,18.72425054712246,101.3,84.92424,16.37575988769531
1.0,1.0357753,-0.03577530384063721,2.6,2.9199069,-0.3199068546295165,6.8,6.9993196,-0.19931955337524432,300.2,232.06902,68.1309844970703,20.5048016504,29.761168,-9.256365875845116,84.8,94.133545,-9.333544921875003
0.7000000000000001,0.70274097,-0.0027409672737120916,2.6,2.9371362,-0.3371361732482909,2.8,3.3294609,-0.5294608592987062,168.1,191.88762,-23.787619018554693,25.3071718673,33.238594,-7.931422187875782,127.2,111.405075,15.794924926757815
1.2,1.076114,0.12388594150543208,3.7,2.7217753,0.9782247066497805,6.8,6.313054,0.4869459152221678,207.9,228.59175,-20.691751098632807,34.1221605726,33.461956,0.6602045484300803,94.8,82.8408,11.959202575683591
1.0,0.83358276,0.16641724109649658,2.8,2.7002993,0.09970073699951154,4.3,5.18472,-0.884720039367676,230.1,249.39993,-19.29993286132813,31.0133367247,26.373749,4.639587945403125,120.8,104.49921,16.300793457031247
0.7000000000000001,0.8565234,-0.1565233945846557,2.8,2.8167791,-0.01677913665771502,5.0,5.305098,-0.3050980567932129,279.2,235.06862,44.131381225585926,16.6196649647,23.631594,-7.011928739523633,71.0,93.866,-22.865997314453125
1.0,0.9474621,0.05253791809082031,2.2,2.4414449,-0.24144487380981428,5.6,5.068302,0.531697845458984,188.4,188.35365,0.046347045898443184,34.099490515,25.314423,8.785067907578124,103.1,98.91715,4.182847595214838
1.1,0.8746191,0.22538087368011483,2.3,2.4738064,-0.17380638122558612,5.1,4.366462,0.7335377693176266,157.7,183.69388,-25.993878173828136,26.6466669283,22.967937,3.6787294588175783,88.1,86.840546,1.2594543457031193
0.6000000000000001,0.6094852,-0.009485208988189608,2.4,2.6493392,-0.2493391990661622,6.2,5.8340597,0.3659402847290041,313.4,274.0983,39.30170288085935,14.042670278,16.109991,-2.067320795608399,77.7,64.15155,13.548449707031253
0.5,0.5547327,-0.054732680320739746,2.4,2.20393,0.19607009887695304,3.1,3.5002255,-0.40022554397583,181.5,209.74889,-28.248886108398438,36.8441633434,30.283949,6.5602144450845685,114.9,101.69919,13.20081176757813
0.5,0.66871744,-0.16871744394302368,2.4,2.5923812,-0.19238123893737802,5.8,7.220903,-1.4209029197692873,419.9,355.04492,64.85507812499998,35.9706981093,26.749638,9.221060505540237,65.1,50.831654,14.268346405029291
0.6000000000000001,0.7026582,-0.10265817642211905,2.4,2.4686646,-0.06866464614868173,7.0,6.4113646,0.5886354446411133,233.4,238.01358,-4.613580322265619,10.3618548978,19.730047,-9.368192328152148,74.5,72.51276,1.98724365234375
0.7000000000000001,0.9779634,-0.27796338796615594,2.4,2.5104582,-0.11045823097229013,4.5,4.0910997,0.40890026092529297,177.0,177.69879,-0.69879150390625,10.2303399188,11.003497,-0.7731572049182613,57.0,68.06621,-11.066207885742188
1.2,1.1819162,0.01808376312255855,2.5,2.805775,-0.3057749271392822,7.6,7.2808013,0.3191987037658688,237.1,244.38223,-7.282232666015631,45.1874788111,37.912636,7.274843007877344,111.9,94.40509,17.494909667968756
0.9,0.7371216,0.16287841796875002,2.2,2.4762347,-0.2762346744537352,8.4,7.3164864,1.0835136413574222,259.2,289.28995,-30.089947509765636,15.6720196189,28.698515,-13.026495319454492,86.5,61.76903,24.730968475341797
0.5,0.64863604,-0.14863604307174683,3.0,2.8182065,0.1817934513092041,5.9,8.3938265,-2.4938264846801754,275.2,286.69437,-11.494366455078136,27.0163253483,16.204485,10.811840408724805,69.3,64.609055,4.69094543457031
0.8,0.7552419,0.04475812911987309,2.0,2.4551053,-0.4551053047180176,7.9,7.164113,0.7358869552612308,270.1,308.3788,-38.2788146972656,12.0039908652,13.428543,-1.424552225620312,75.2,84.94089,-9.740887451171872
1.0,0.87721705,0.12278294563293457,2.7,2.4555569,0.24444313049316424,7.4,6.7478223,0.652177715301514,162.8,197.00485,-34.204852294921864,23.2597453084,26.128395,-2.868649772166407,100.0,92.00408,7.995918273925781
0.8,0.9669348,-0.1669348001480102,2.6,2.455869,0.1441310405731202,4.2,4.0642357,0.1357643127441408,231.8,190.85318,40.946820068359386,10.5826057851,11.073072,-0.4904666483716795,63.5,63.93634,-0.43634033203125
0.6000000000000001,0.5956562,0.004343783855438321,2.2,2.2711759,-0.0711758613586424,2.0,2.0384374,-0.0384373664855957,222.8,217.28914,5.510861206054699,31.5681375386,31.911135,-0.3429971812486343,61.4,62.917465,-1.517465209960939
1.3,1.1506798,0.14932017326354985,2.6,2.3583217,0.2416783332824708,5.1,4.490927,0.6090727806091305,156.8,171.35481,-14.554812622070301,26.164075938,24.087996,2.076080408825195,109.6,93.022125,16.57787475585937
0.9,0.8944034,0.005596601963043235,2.8,2.5270298,0.2729702472686766,4.6,4.645488,-0.045487785339355824,230.2,167.876,62.323992919921864,9.4895664636,11.213911,-1.7243445929185555,71.1,65.61977,5.480233764648432
0.7000000000000001,0.715339,-0.015339004993438654,2.0,1.995627,0.004372954368591309,4.6,4.6850996,-0.08509960174560582,229.0,209.72148,19.278518676757812,10.8116433613,12.501426,-1.6897823818030275,115.0,104.8147,10.185302734375
0.4,0.5521714,-0.1521714091300964,2.2,2.2011611,-0.001161146163940252,2.3,2.345835,-0.04583497047424334,219.6,219.74788,-0.14787902832031818,25.1693518791,25.971512,-0.8021599617203137,51.4,72.64745,-21.24745330810547
0.5,0.6243059,-0.12430590391159058,2.8,2.7280443,0.07195572853088361,5.2,9.019909,-3.8199089050292967,271.6,302.49484,-30.894842529296852,14.5330606261,17.9856,-3.4525388917222664,45.5,66.006645,-20.50664520263672
0.9,0.8446946,0.05530538558959963,4.3,3.4251912,0.8748088359832762,14.3,9.234383,5.0656173706054695,276.7,218.27663,58.423373413085926,21.0378804504,22.88463,-1.8467497528470709,102.9,108.88833,-5.988328552246088
1.3,1.3756902,-0.07569022178649898,3.1,2.6829271,0.41707286834716806,6.5,4.5540104,1.9459896087646484,308.4,288.8359,19.564093017578102,32.9139672901,30.096674,2.8172933246458953,144.3,129.96072,14.339276123046886
0.4,0.48469397,-0.08469397425651548,2.0,2.1650882,-0.16508817672729492,3.1,4.1822786,-1.0822786331176757,193.2,188.72522,4.474780273437489,24.8142355304,28.306866,-3.4926301617386706,110.7,102.624954,8.07504577636719
0.8,0.773336,0.026664006710052535,3.1,3.0589895,0.041010475158691495,5.0,5.164683,-0.16468286514282227,206.2,186.94,19.25999755859374,50.6709503684,35.188488,15.482462361808203,123.5,114.58302,8.916976928710938
0.7000000000000001,0.7292885,-0.029288518428802424,2.3,2.5382395,-0.23823947906494158,3.1,2.8785193,0.22148070335388192,216.9,201.486,15.41400756835938,28.8955309585,31.630665,-2.735133866939453,87.7,103.40761,-15.70760803222656
0.6000000000000001,0.63614416,-0.036144161224365146,3.2,2.8077242,0.3922757625579836,7.5,6.9814434,0.5185565948486328,337.5,340.31012,-2.81011962890625,15.4134984099,16.48851,-1.0750117219359367,66.7,70.86442,-4.164418029785153
0.6000000000000001,0.74527085,-0.14527084827423087,2.1,2.3946648,-0.2946647644042968,2.2,3.482927,-1.282927083969116,182.4,197.82326,-15.423257446289057,28.428427766,26.885096,1.543332169686522,92.1,82.176414,9.9235855102539
0.7000000000000001,0.7726603,-0.07266031503677362,2.7,3.121465,-0.42146496772766096,3.7,4.6927986,-0.992798614501953,179.2,192.57527,-13.375271606445324,48.5976147758,32.06286,16.534756194257028,101.6,108.1261,-6.526098632812506
0.5,0.6034059,-0.1034058928489685,3.0,2.7165594,0.28344058990478516,5.9,7.201347,-1.3013468742370602,275.2,299.29974,-24.09974365234376,27.0163253483,19.573586,7.442739838046094,69.3,68.111244,1.188755798339841
